N, SortStr, Year, Month, Day, Nick, Added, Text
1274, 04_28_2006, 2006, 04, 28, n/a, 1175318371, Умер Александр Лебедь. Генерал-лейтенанат, затем депутат Государственной Думы (2002)
1275, 04_29_1970, 0000, 04, 29, n/a, 1175318371, Международный день танца
1276, 04_29_1970, 0000, 04, 29, n/a, 1175318371, Празднек туркменского скакуна
1277, 04_29_1970, 0000, 04, 29, n/a, 1175318371, Частичная отмена телесных наказаний в России (1863)
1278, 04_29_1970, 0000, 04, 29, n/a, 1175318371, Обращение XVI Конференции ВКП(б) к рабочему классу СССР о развёртывании социалистического соревнования (1929)
1279, 04_29_1970, 0000, 04, 29, n/a, 1175318371, Национальная сборная Украины по футболу провела свой первый матч (1922)
1280, 04_29_2006, 2006, 04, 29, n/a, 1175318371, Международный день танца
1281, 04_29_2006, 2006, 04, 29, n/a, 1175318371, День зелёных насаждений или День зелени (Midori-no-hi). (Япония)
1282, 04_30_1970, 0000, 04, 30, n/a, 1175318371, День пожарной охраны
1283, 04_30_1970, 0000, 04, 30, n/a, 1175318371, Вальпургиева ночь
1284, 04_30_2006, 2006, 04, 30, n/a, 1175318371, День работников пожарной охраны.
1285, 04_30_2006, 2006, 04, 30, n/a, 1175318371, День победы. (Вьетнам)
1286, 04_30_2006, 2006, 04, 30, n/a, 1175318371, День основания Берлина. (1237)
1287, 04_30_2006, 2006, 04, 30, n/a, 1175318371, В эксплуатацию сдана Останкинская телебашня в Москве. (1967)
1288, 04_30_2006, 2006, 04, 30, n/a, 1175318371, До конца года остаётся 245 дней.
1289, 04_30_2011, 2011, 04, 30, san, 1304110914, День рождения Ники, дочурки Doc (2007)
1290, 05_01_1970, 0000, 05, 01, n/a, 1175318371, Праздник Весны и Труда
1291, 05_01_2006, 2006, 05, 01, n/a, 1175318371, Праздник весны и труда
1292, 05_01_2006, 2006, 05, 01, n/a, 1175318371, Праздник единства народа Казахстана
1293, 05_01_2006, 2006, 05, 01, n/a, 1175318371, День рождения Будды. (Корея)
1294, 05_01_2006, 2006, 05, 01, n/a, 1175318371, День Леи — праздник гавайских танцев.
1295, 05_01_2006, 2006, 05, 01, n/a, 1175318371, День суслика. (Канада)
1296, 05_01_2006, 2006, 05, 01, n/a, 1175318371, Впервые в продаже появился аспирин. (1889)
1297, 05_02_2006, 2006, 05, 02, n/a, 1175318371, День крестьян. (Бирма)
1298, 05_02_2006, 2006, 05, 02, n/a, 1175318371, В интернете появился новый сетевой червь «Sasser», распространяющийся аналогично вирусу «Blaster». (2004)
1299, 05_02_2006, 2006, 05, 02, n/a, 1175318371, Иоанн Ветхопещерник. На Ветхопещерника обновляй новинку (холст).
1300, 05_02_2007, 2007, 05, 02, zloy_w, 1178097497, В Российской империи, в Киеве запущен первый электрический трамвай (1892)
1301, 05_02_2007, 2007, 05, 02, zloy_w, 1178097585, В. Ленин написал фразу «Мы придём к победе коммунистического труда», которая стала затем плакатной (1920)
1302, 05_02_2007, 2007, 05, 02, zloy_w, 1178097683, Воздвижение флага СССР над Рейхстагом в Берлине (1945)
1303, 05_02_2011, 2011, 05, 02, san, 1304320363, Убит Усама Бин Ладен (2011)
1304, 05_02_2016, 2016, 05, 02, echo, 1462191286, echo пофиксил проблемный винт с помощью WIN10PE васяносборки (совет от s_e_r_d_j)
1305, 05_03_1970, 0000, 05, 03, n/a, 1175318371, Всемирный день свободы печати
1306, 05_03_2006, 2006, 05, 03, n/a, 1175318371, Всемирный день свободы печати.
1307, 05_03_2006, 2006, 05, 03, n/a, 1175318371, В США созданы компании «Пепси-кола» и «Миннесота майнинг энд мэньюфэкчеринг». (1902)
1308, 05_03_2006, 2006, 05, 03, n/a, 1175318371, День конституции (Kenpoh-kinen-bi), отмечается с 1947 года (Япония)
1309, 05_03_2007, 2007, 05, 03, antihome, 1178211586, День Солнца
1310, 05_04_2006, 2006, 05, 04, n/a, 1175318371, День труда (Замбия)
1311, 05_04_2006, 2006, 05, 04, n/a, 1175318371, В Москве на Старом Арбате прошёл запрещённый префектурой Центрального округа «Всемирный конопляный марш».  (2004)
1312, 05_04_2006, 2006, 05, 04, n/a, 1175318371, Рано зацвела черёмуха — будет тёплое лето. Чем раньше она начинает цвести, тем жарче будет лето.
1313, 05_04_2006, 2006, 05, 04, n/a, 1175318371, — Первое появление вируса «I love you». (2000)
1314, 05_04_2006, 2006, 05, 04, n/a, 1175318371, У zloy вновь вырубило свет в 4:40
1315, 05_05_1970, 0000, 05, 05, n/a, 1175318371, День Европы
1316, 05_05_2006, 2006, 05, 05, n/a, 1175318371, День Европы
1317, 05_05_2006, 2006, 05, 05, n/a, 1175318371, День борьбы с насилием и расизмом. (Австрия)
1318, 05_05_2006, 2006, 05, 05, n/a, 1175318371, Ущерб от нового компьютерного вируса «I love you» составил только в Северной Америке миллиард долларов. (2000)
1319, 05_05_2006, 2006, 05, 05, n/a, 1175318371, В Конго разбился самолет «Ан-26», погибли 10 человек. (2005)
1320, 05_05_2006, 2006, 05, 05, n/a, 1175318371, Тёплый май весну снаряжает (начинает). Ночью заморозит, так сорок утренников ещё на хлеб падёт = сорок утренних морозов на все лето, пока хлеб в поле стоит.
1321, 05_06_0005, 0005, 05, 06, n/a, 1175318371, День рождения Зигмунда Фрейда (1856)
1322, 05_06_1970, 0000, 05, 06, n/a, 1175318371, День Святого Георгия Победоносца
1323, 05_06_2006, 2006, 05, 06, n/a, 1175318371, Русский офицер Павел Бибиков приговорён к пожизненному заключению за критику князя Потемкина.
